Site ID,Location description,Borough,Functional area for monitoring,Road type,Is it on the strategic CIO panel?,Old site ID (legacy),Easting (UK Grid),Northing (UK Grid),Latitude,Longitude
ML0230,Kennigton Lane,Lambeth,02 Inner,01 A Road,230,INNCY021,531449.5662,178461.0053,51.489826,-0.10806177
ML0231,New Kent Road,Southwark,02 Inner,01 A Road,231,INNCY022,532247.9025,179001.9805,51.494493,-0.096372403
ML0232,Rotherhithe New Road,Southwark,02 Inner,01 A Road,232,INNCY023,535073.048,178558.2875,51.489844,-0.055858156
ML0233,Norwood Road,Southwark,02 Inner,01 A Road,233,INNCY024,532063.04,174181.5203,51.45122,-0.10082115
ML0234,London Road,Lewisham,02 Inner,01 A Road,234,INNCY025,534755.003,173070.9982,51.440603,-0.062525776
ML0235,Old Kent Road,Southwark,02 Inner,01 A Road,235,INNCY026,533968.721,178109.9658,51.486072,-0.071934597
ML0236,Parkside High Street,Merton,02 Inner,01 A Road,236,INNCY027,523535.5361,171973.5123,51.433299,-0.22425516
ML0237,Upper Richmond Road,Wandsworth,02 Inner,01 A Road,237,INNCY028,523111.2288,175297.9707,51.463265,-0.22919618
ML0238,Wandsworth Bridge,Hammersmith & Fulham,02 Inner,01 A Road,238,INNCY029,525948.0822,175604.6429,51.465401,-0.18826973
ML0239,Putney Bridge,Hammersmith & Fulham,02 Inner,01 A Road,239,INNCY030,524261.489,175780.2727,51.467355,-0.21248083
ML0240,Lillie Road,Hammersmith & Fulham,02 Inner,01 A Road,240,INNCY031,523973.0026,177537.9995,51.483209,-0.21600889
ML0241,Battersea Park Road,Wandsworth,02 Inner,01 A Road,241,INNCY032,529186.4454,177288.271,51.479805,-0.1410671
ML0242,Battersea Bridge Road,Wandsworth,02 Inner,01 A Road,242,INNCY033,527089.6109,177224.8992,51.479705,-0.17127098
ML0243,Albert Bridge Road,Wandsworth,02 Inner,01 A Road,243,INNCY034,527453.0037,177342.9954,51.480683,-0.16598961
ML0244,Cedars Road,Lambeth,02 Inner,01 A Road,244,INNCY035,528627.0015,175500.0029,51.463864,-0.1497626
ML0245,Kingston Road,Wandsworth,02 Inner,01 A Road,245,INNCY036,522607.3978,173118.1547,51.443791,-0.23720212
ML0246,West Hill,Wandsworth,02 Inner,01 A Road,246,INNCY037,524287.024,174214.7308,51.453275,-0.21265661
ML0247,Putney Hill,Wandsworth,02 Inner,01 A Road,247,INNCY038,523822.5302,174511.7558,51.456046,-0.21924153
ML0248,Morden Road,Merton,02 Inner,01 A Road,248,INNCY039,525784.1044,169914.4018,51.414301,-0.1926491
ML0249,Durnsford Road,Merton,02 Inner,01 A Road,249,INNCY040,525516.7913,172111.3329,51.434105,-0.19572333
ML0250,Falcon Road,Wandsworth,02 Inner,01 A Road,250,INNCY041,527236.9996,175763.9973,51.466542,-0.16968089
ML0251,King's Road,Hammersmith & Fulham,02 Inner,01 A Road,251,INNCY042,526015.4031,177204.0951,51.479765,-0.18673567
ML0252,Chelsea Embankment,Kensington & Chelsea,02 Inner,01 A Road,252,INNCY043,528117.836,177811.0614,51.484748,-0.15626292
ML0253,Clapham Common (north side),Wandsworth,02 Inner,01 A Road,253,INNCY044,528264.293,175206.107,51.461304,-0.15509174
ML0254,Fulham Road,Hammersmith & Fulham,02 Inner,01 A Road,254,INNCY045,525713.2464,177237.5555,51.480129,-0.1910705
ML0255,Buckhold Road,Wandsworth,02 Inner,01 A Road,255,INNCY046,525357.6122,174311.3731,51.453912,-0.19723103
ML0256,Scrubs Lane,Hammersmith & Fulham,02 Inner,01 A Road,256,INNCY047,522577.3198,182268.0956,51.526031,-0.2344603
ML0257,The Vale,Ealing,02 Inner,01 A Road,257,INNCY048,520630.6279,180048.321,51.506498,-0.26327113
ML0258,Goldhawk Road,Hammersmith & Fulham,02 Inner,01 A Road,258,INNCY049,523159.685,179646.6859,51.50234,-0.22699034
ML0259,Shepherd's Bush Road,Hammersmith & Fulham,02 Inner,01 A Road,259,INNCY050,523384.9978,178938.9985,51.495928,-0.2239977
ML0260,Holland Park Avenue,Kensington & Chelsea,02 Inner,01 A Road,260,INNCY051,524675,180242,51.507364,-0.20494969
ML0261,Kensington High Street,Kensington & Chelsea,02 Inner,01 A Road,261,INNCY052,525180.2939,179354.6495,51.499272,-0.19799184
ML0262,Kilburn High Road (Brondesbury),Camden,02 Inner,01 A Road,262,INNCY053,524824.0907,184402.5846,51.544717,-0.20133122
ML0263,Kilburn High Road (Kilburn Park),Camden,02 Inner,01 A Road,263,INNCY054,525464.0641,183569.603,51.53709,-0.19240349
ML0264,Haverstock Hill,Camden,02 Inner,01 A Road,264,INNCY055,527394.9997,185045.0007,51.549922,-0.16405741
ML0265,Kentish Town Road,Camden,02 Inner,01 A Road,265,INNCY056,528997.5593,185036.973,51.549477,-0.1409545
ML0266,Hampstead Road,Camden,02 Inner,01 A Road,266,INNCY057,529211,182856,51.529838,-0.13866937
ML0267,Eversholt Street,Camden,02 Inner,01 A Road,267,INNCY058,529472.4995,182994.6476,51.531018,-0.13485821
ML0268,Prince Albert Road,Camden,02 Inner,01 A Road,268,INNCY059,528131.3002,183674.7029,51.537435,-0.15393269
ML0269,Sussex Gardens,Westminster,02 Inner,01 A Road,269,INNCY060,527038.1535,181308.6202,51.516419,-0.17053594
ML0270,Great Western Road,Westminster,02 Inner,01 A Road,270,INNCY061,524944.6995,181742.396,51.520786,-0.20054457
ML0271,Archway Road,Haringey,02 Inner,01 A Road,271,INNCY062,528501.0005,188148.0024,51.577557,-0.14696736
ML0272,Albany Street,Camden,02 Inner,01 A Road,272,INNCY063,528745.52,183053.72,51.531714,-0.14531155
ML0273,Notting Hill Gate,Kensington & Chelsea,02 Inner,01 A Road,273,INNCY064,525499.9961,180522.9951,51.509698,-0.19298344
ML0274,Kensington Church Street,Kensington & Chelsea,02 Inner,01 A Road,274,INNCY065,525433.3678,180044.0822,51.505417,-0.19410383
ML0275,Kensington Road,Westminster,02 Inner,01 A Road,275,INNCY066,526191.6083,179640.2978,51.501618,-0.18333255
ML0276,Old Brompton Road,Kensington & Chelsea,02 Inner,01 A Road,276,INNCY067,525365.816,178040.2458,51.487422,-0.19579437
ML0277,Earl's Court Road,Kensington & Chelsea,02 Inner,01 A Road,277,INNCY068,525574.5974,178544.7314,51.491906,-0.19260669
ML0278,Warwick Road,Kensington & Chelsea,02 Inner,01 A Road,278,INNCY069,525336.6862,178371.0811,51.490404,-0.19609442
ML0279,Hammersmith Road,Hammersmith & Fulham,02 Inner,01 A Road,279,INNCY070,524034.4283,178735.8067,51.493962,-0.21471036
ML0280,King Street,Hammersmith & Fulham,02 Inner,01 A Road,280,INNCY071,522509.9989,178605.1441,51.493126,-0.23671146
ML0281,Wood Lane,Hammersmith & Fulham,02 Inner,01 A Road,281,INNCY072,523287.5741,180683.0193,51.511632,-0.22478496
ML0282,Hammersmith Bridge Road,Hammersmith & Fulham,02 Inner,01 A Road,282,INNCY073,523004.6201,178144.5859,51.488875,-0.22974538
ML0283,Great West Road,Hammersmith & Fulham,02 Inner,01 A Road,283,INNCY074,522189.9998,178370.0014,51.491083,-0.24139984
ML0284,Fulham Road,Kensington & Chelsea,02 Inner,01 A Road,284,INNCY075,527066.7721,178616.7807,51.49222,-0.17110153
ML0285,Buckingham Palace Road,Westminster,02 Inner,01 A Road,285,INNCY076,528640.6801,178626.9578,51.491954,-0.14843825
ML0286,King's Road (Belgravia),Kensington & Chelsea,02 Inner,01 A Road,286,INNCY077,527597.0037,178335.0014,51.489575,-0.16355857
ML0287,Chalk Farm Road,Camden,02 Inner,01 A Road,287,INNCY078,528572.9964,184248.9985,51.542493,-0.14736821
ML0288,Park Road,Westminster,02 Inner,01 A Road,288,INNCY079,527569.0035,182420.0021,51.526292,-0.16248525
ML0289,Highbury Grove,Islington,02 Inner,01 A Road,289,INNCY080,531956.5798,184908.1998,51.547644,-0.098351747
ML0290,Stoke Newington Road,Hackney,02 Inner,01 A Road,290,INNCY081,533566.7495,185657.6653,51.553996,-0.074862539
ML0291,Cambridge Heath Road,Tower Hamlets,02 Inner,01 A Road,291,INNCY082,534917.9254,183093.7392,51.530634,-0.056369997
ML0292,East Dulwich Road,Southwark,02 Inner,01 A Road,292,INNCY083,533062.0034,174499.9992,51.453844,-0.086333248
ML0293,Acre Lane,Lambeth,02 Inner,01 A Road,293,INNCY084,530630.5019,175107.2953,51.459874,-0.12109035
ML0294,Fulham High Street,Hammersmith & Fulham,02 Inner,01 A Road,294,INNCY085,524394.9848,176092.9632,51.47013,-0.2104574
ML0295,Garratt Lane,Wandsworth,02 Inner,01 A Road,295,INNCY086,525867.9979,173232.0021,51.444101,-0.19027841
ML0296,Latchmere Road,Wandsworth,02 Inner,01 A Road,296,INNCY087,527702.86,175888.38,51.46756,-0.16293086
ML0297,Mitcham Lane,Wandsworth,02 Inner,01 A Road,297,INNCY088,529274.9973,171070.001,51.423905,-0.14207058
ML0298,Walworth Road,Southwark,02 Inner,01 A Road,298,INNCY089,532445.8087,177980.173,51.485271,-0.093904629
ML0299,Wandsworth Road,Lambeth,02 Inner,01 A Road,299,INNCY090,530118.7639,177537.6996,51.48183,-0.127562
ML0300,South Croxted Road,Southwark,02 Inner,01 A Road,300,INNCY091,532893.2352,172185.4717,51.433089,-0.089632093
ML0301,Lewisham Way,Lewisham,02 Inner,01 A Road,301,INNCY092,537388.8136,176162.7732,51.467756,-0.02346613
ML0302,Christchurch Road,Lambeth,02 Inner,01 A Road,302,INNCY093,530999.996,173239.9998,51.443002,-0.11647305
ML0303,Dulwich Common,Southwark,02 Inner,01 A Road,303,INNCY094,534338.6274,173343.5202,51.443155,-0.06841842
ML0304,Tulse Hill,Lambeth,02 Inner,01 A Road,304,INNCY095,531201.0106,174410.0049,51.453478,-0.11313442
ML0305,Lausanne Road,Lewisham,02 Inner,01 A Road,305,INNCY096,535366.8855,176560.5293,51.471819,-0.052405606
ML0306,Denmark Hill,Lambeth,02 Inner,01 A Road,306,INNCY097,532665.1768,176060.7424,51.467965,-0.091458411
ML0307,Lordship Lane,Southwark,02 Inner,01 A Road,307,INNCY098,533682.9802,174456.4116,51.453312,-0.077431696
ML0308,Norwood Road,Lambeth,02 Inner,01 A Road,308,INNCY099,531765.6489,172685.5285,51.437846,-0.1056637
ML0309,Kirkdale,Lewisham,02 Inner,01 A Road,309,INNCY100,534968,172025,51.431161,-0.059860949
ML0310,Tooting Bec Road,Wandsworth,02 Inner,01 A Road,310,INNCY101,528415.6806,172056.7085,51.432961,-0.15406139
ML0311,Trinity Road,Wandsworth,02 Inner,01 A Road,311,INNCY102,526988.6666,173916.0863,51.449999,-0.17391178
ML0312,Roehampton Lane,Wandsworth,02 Inner,01 A Road,312,INNCY103,522130.5282,174213.0313,51.453735,-0.24368461
ML0313,Rocks Lane,Richmond upon Thames,02 Inner,01 A Road,313,INNCY104,522551.9003,176230.0039,51.471772,-0.23693015
ML0314,Fulham Palace Road,Hammersmith & Fulham,02 Inner,01 A Road,314,INNCY105,523542.4125,178013.5534,51.487581,-0.22204628
ML0315,Battersea Rise,Wandsworth,02 Inner,01 A Road,315,INNCY106,527036.1335,174955.0589,51.459325,-0.1728486
ML0316,Lavendar Hill,Wandsworth,02 Inner,01 A Road,316,INNCY107,527983.8538,175604.433,51.464945,-0.15899042
ML0317,Merton High Street,Merton,02 Inner,01 A Road,317,INNCY108,526332.4999,170127.4608,51.416093,-0.18469742
ML0318,Putney Bridge Road,Wandsworth,02 Inner,01 A Road,318,INNCY109,524568.7989,175243.7662,51.462462,-0.2082525
ML0319,Poynders Road,Lambeth,02 Inner,01 A Road,319,INNCY110,529333.8176,174023.1157,51.45043,-0.14014485
ML0320,Junction Road,Islington,02 Inner,01 A Road,320,INNCY111,529190.8235,186065.2686,51.558681,-0.13779494
ML0321,Harrow Road,Westminster,02 Inner,01 A Road,321,INNCY112,523943.947,182461.9801,51.527468,-0.21471196
ML0322,Holland Road,Kensington & Chelsea,02 Inner,01 A Road,322,INNCY113,524145.9097,179600.969,51.501711,-0.21280821
ML0323,Cromwell Road,Kensington & Chelsea,02 Inner,01 A Road,323,INNCY114,526066.4483,178881.6749,51.494825,-0.18540341
ML0324,Marylebone Road,Westminster,02 Inner,01 A Road,324,INNCY115,528466.5938,182104.2225,51.523249,-0.14967734
ML0325,Vauxhall Bridge Road,Westminster,02 Inner,01 A Road,325,INNCY116,529591.484,178566.6251,51.491198,-0.13476966
ML0326,Talgarth Road,Hammersmith & Fulham,02 Inner,01 A Road,326,INNCY117,524234.5771,178360.0142,51.490548,-0.21196278
ML0327,Holloway Road,Islington,02 Inner,01 A Road,327,INNCY118,529750.8281,186661.0581,51.563908,-0.12950165
ML0328,Wellington Road,Westminster,02 Inner,01 A Road,328,INNCY119,527023.3454,182926.2372,51.530963,-0.17016921
ML0329,Bayswater Road,Westminster,02 Inner,01 A Road,329,INNCY120,527115.6406,180848.7318,51.512267,-0.16959256
ML0330,Old Brompton Road,Kensington & Chelsea,02 Inner,01 A Road,330,INNCY121,526101.0034,178444.0002,51.49089,-0.18505549
ML0331,Camden Road,Camden,02 Inner,01 A Road,331,INNCY122,529461.8717,184552.0418,51.545022,-0.13444427
ML0332,Edgware Road (Maida Vale),Westminster,02 Inner,01 A Road,332,INNCY123,526604.4963,182183.5897,51.524379,-0.17647322
ML0333,Edgware Road (Lisson Grove),Westminster,02 Inner,01 A Road,333,INNCY124,527515.9878,181222.3849,51.515538,-0.16369635
ML0334,Sloane Street,Kensington & Chelsea,02 Inner,01 A Road,334,INNCY125,527917.4315,179065.4723,51.496063,-0.15868771
ML0335,Pembridge Villas,Kensington & Chelsea,02 Inner,01 A Road,335,INNCY126,525294.3066,181054.9828,51.514525,-0.19574697
ML0336,Bishop's Bridge Road,Westminster,02 Inner,01 A Road,336,INNCY127,525922.0031,181270.0013,51.516327,-0.18662447
ML0337,Park Lane,Westminster,02 Inner,01 A Road,337,INNCY128,528255.1492,180336.6984,51.507409,-0.1533597
ML0338,Grosvenor Place,Westminster,02 Inner,01 A Road,338,INNCY129,528550.9655,179563.2498,51.500395,-0.14939288
ML0339,Brecknock Road,Camden,02 Inner,01 A Road,339,INNCY130,529535.0631,185409.0665,51.552706,-0.13306247
ML0340,Harrow Road,Westminster,02 Inner,01 A Road,340,INNCY131,525425.9555,181900.1509,51.522099,-0.19355931
ML0341,Stamford Hill,Hackney,02 Inner,01 A Road,341,INNCY132,533653.4051,186933.67,51.565442,-0.073123808
ML0342,Caledonian Road,Islington,02 Inner,01 A Road,342,INNCY133,530647.0745,184348.9799,51.542915,-0.11742658
ML0343,City Road,Islington,02 Inner,01 A Road,343,INNCY134,532131.6802,182892.8867,51.529486,-0.096585456
ML0344,Kingsland Road,Hackney,02 Inner,01 A Road,344,INNCY135,533475.8725,183701.3453,51.53644,-0.076915584
ML0345,Commercial Street,Tower Hamlets,02 Inner,01 A Road,345,INNCY136,533691.8766,181843.717,51.519692,-0.074507706
ML0346,Upper Clapton Road,Hackney,02 Inner,01 A Road,346,INNCY137,534553.1062,186943.0174,51.565318,-0.060143268
ML0347,Holloway Road,Islington,02 Inner,01 A Road,347,INNCY138,531209.1403,185167.8455,51.550145,-0.10902199
ML0348,Crouch Hill,Islington,02 Inner,01 A Road,348,INNCY139,530573.8583,187490.5706,51.571168,-0.11732744
ML0349,Victoria Park Road,Hackney,02 Inner,01 A Road,349,INNCY140,536426.145,184639.4668,51.544164,-0.034030697
ML0350,Commercial Road,Tower Hamlets,02 Inner,01 A Road,350,INNCY141,534990.0614,181286.5265,51.514378,-0.056009925
ML0351,Green Lanes,Hackney,02 Inner,01 A Road,351,INNCY142,532485.0965,185927.3981,51.556677,-0.090343706
ML0352,Graham Road,Hackney,02 Inner,01 A Road,352,INNCY143,534637.9973,184847.9971,51.546463,-0.059733856
ML0353,The Highway,Tower Hamlets,02 Inner,01 A Road,353,INNCY144,534704.4938,180731.0055,51.509459,-0.060340878
ML0354,Bethnal Green Road,Tower Hamlets,02 Inner,01 A Road,354,INNCY145,534236.4794,182589.0537,51.526267,-0.066373472
ML0355,Homerton High Street,Hackney,02 Inner,01 A Road,355,INNCY146,535838.9977,185118.9995,51.54861,-0.042319995
ML0356,Upper Street,Islington,02 Inner,01 A Road,356,INNCY147,531662.6021,184188.016,51.541242,-0.10285839
ML0357,New North Road,Islington,02 Inner,01 A Road,357,INNCY148,532573.6814,183649.5601,51.536185,-0.089932621
ML0358,Balls Pond Road,Hackney,02 Inner,01 A Road,358,INNCY149,533009,184816,51.54657,-0.083209454
ML0359,East India Dock Road,Tower Hamlets,02 Inner,01 A Road,359,INNCY150,537986.7949,181016.4838,51.511229,-0.012966848
ML0360,Essex Road (Canonbury),Islington,02 Inner,01 A Road,360,INNCY151,532420.2243,184362.8659,51.542628,-0.091869304
ML0361,Rotherhithe Tunnel,Southwark,02 Inner,01 A Road,361,INNCY152,535525.001,180356.0029,51.505893,-0.048661813
ML0362,Amhurst Park,Hackney,02 Inner,01 A Road,362,INNCY153,533370.7232,187914.2893,51.574324,-0.076832286
ML0363,Pentonville Road,Islington,02 Inner,01 A Road,363,INNCY154,531062.9801,183097.2482,51.531577,-0.11191096
ML0364,Victoria Park Road,Hackney,02 Inner,01 A Road,364,INNCY155,535020.3703,183725.9283,51.536289,-0.054643902
ML0365,Pembury Road,Hackney,02 Inner,01 A Road,365,INNCY156,534669.5924,185274.0651,51.550292,-0.059109355
ML0366,Camden Road,Islington,02 Inner,01 A Road,366,INNCY157,529863.5875,185048.4497,51.549387,-0.12846747
ML0367,Canonbury Road,Islington,02 Inner,01 A Road,367,INNCY158,532090.257,184179.0286,51.541061,-0.096693764
ML0368,Essex Road (Islington),Islington,02 Inner,01 A Road,368,INNCY159,531823.4303,183744.0331,51.537214,-0.1007043
ML0369,Lower Clapton Road,Hackney,02 Inner,01 A Road,369,INNCY160,534871.0028,186060.0001,51.557307,-0.055896641
ML0370,St. Paul's Road,Islington,02 Inner,01 A Road,370,INNCY161,532354.7338,184867.5915,51.547182,-0.0926307
ML0371,Cambridge Heath Road,Tower Hamlets,02 Inner,01 A Road,371,INNCY162,534954.3356,182008.7398,51.520875,-0.056252198
ML0372,Mare Street,Hackney,02 Inner,01 A Road,372,INNCY163,534952.5382,184467.6659,51.542973,-0.055339514
ML0373,Dalston Lane,Hackney,02 Inner,01 A Road,373,INNCY164,533992.2029,184966.2732,51.547685,-0.068984713
ML0374,Bow Road,Tower Hamlets,02 Inner,01 A Road,374,CSHCY013,536992.98,182729.76,51.526864,-0.026616268
ML0375,Mile End Road (east),Tower Hamlets,02 Inner,01 A Road,375,CSHCY014,535989.02,182230.36,51.522622,-0.041258108
ML0376,Mile End Road (west),Tower Hamlets,02 Inner,01 A Road,376,CSHCY015,535217.64,181981.83,51.52057,-0.052474189
ML0377,Whitechapel Road East,Tower Hamlets,02 Inner,01 A Road,377,CSHCY016,534676.58,181793.26,51.519009,-0.060338734
ML0378,Whitechapel High Street,Tower Hamlets,02 Inner,01 A Road,378,CSHCY017,533927.64,181375.81,51.515431,-0.071285992
ML0379,Stratford High Street,Newham,02 Inner,01 A Road,379,CSHCY018,538365.12,183621.92,51.534545,-0.006486779
ML0380,Barking Road,Tower Hamlets,02 Inner,01 A Road,380,CSHCY024,539005.08,181296.52,51.513496,0.001817991
ML0381,Royal Mint Street,Tower Hamlets,02 Inner,01 A Road,381,CSHCY031,533967.39,180817.04,51.510407,-0.070921731
ML0382,Creek Road,Greenwich,02 Inner,01 A Road,382,CSHCY038,537779.56,177684.39,51.481338,-0.017247676
ML0383,Evelyn Street South,Lewisham,02 Inner,01 A Road,383,CSHCY039,537041.13,177730.85,51.48193,-0.027850932
ML0384,Evelyn Street North,Lewisham,02 Inner,01 A Road,384,CSHCY040,536086.67,178541.94,51.489449,-0.041283018
ML0385,Lower Road,Southwark,02 Inner,01 A Road,385,CSHCY041,535365.67,179203.41,51.49557,-0.051407773
ML0386,Jamaica Road,Southwark,02 Inner,01 A Road,386,CSHCY042,534440.59,179457.71,51.498074,-0.064627861
ML0387,Jamaica Road (west),Southwark,02 Inner,01 A Road,387,CSHCY043,533828.24,179684.77,51.500259,-0.073353033
ML0388,Queen's Road (east),Lewisham,02 Inner,01 A Road,388,CSHCY047,535658.79,176810.37,51.473996,-0.048108147
ML0389,Queens Road,Southwark,02 Inner,01 A Road,389,CSHCY048,534926.1,176739.65,51.473533,-0.058668477
ML0390,Peckham High Street,Southwark,02 Inner,01 A Road,390,CSHCY049,534101.58,176695.13,51.473334,-0.070556603
ML0391,Camberwell Church Street,Southwark,02 Inner,01 A Road,391,CSHCY050,532777.59,176716,51.473834,-0.0896007
ML0392,Camberwell New Road,Southwark,02 Inner,01 A Road,392,CSHCY051,531865.34,177149.31,51.477939,-0.1025629
